Chr	Start	End	GeneID	Anolis	Python	Thamnophis	lfcMean_LiverTreat	lfcSE_LiverTreat	pAdj_LiverTreat	lfcMean_LiverInter	lfcSE_LiverInter	pAdj_LiverInter	lfcMean_KidneyTreat	lfcSE_KidneyTreat	pAdj_KidneyTreat	lfcMean_KidneyInter	lfcSE_KidneyInter	pAdj_KidneyInter	lfcMean_SkinTreat	lfcSE_SkinTreat	pAdj_SkinTreat
scaffold-ma2	183513315	183518992	NA	NA	NA	NA	NA	NA	NA	3.623019039	0.931853182	0.001404739	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	202471953	202485431	NA	NA	NA	NA	NA	NA	NA	-3.436402107	1.284445941	0.009287028	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi8	209354	210364	NA	NA	NA	NA	NA	NA	NA	-2.388124135	2.09158791	0.038647068	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un17	204353	204784	NA	NA	NA	NA	NA	NA	NA	2.322784609	1.117018782	0.028780921	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un323	11508	13834	NA	NA	NA	NA	NA	NA	NA	-4.141957448	2.00103418	0.005765811	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un150	12814	21340	NA	NA	NA	NA	NA	NA	NA	2.079239554	1.281202877	0.048437959	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un569	6437	6979	NA	NA	NA	NA	NA	NA	NA	-2.982668675	1.380855206	0.018310163	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un1871	415	1461	NA	NA	NA	NA	NA	NA	NA	-4.326674397	1.009084511	0.000205303	NA	NA	NA	3.854665063	0.714494014	2.49E-05	NA	NA	NA
scaffold-un1871	415	1461	NA	NA	NA	NA	NA	NA	NA	-4.804554304	1.18900721	0.000205965	NA	NA	NA	3.854665063	0.714494014	2.49E-05	NA	NA	NA
scaffold-un194	21423	23743	NA	NA	NA	NA	NA	NA	NA	2.29829097	1.363664078	0.04081883	3.646050321	0.927211993	0.000117193	NA	NA	NA	NA	NA	NA
scaffold-un144	6045	7869	NA	NA	NA	NA	NA	NA	NA	-4.384484544	1.651774356	0.003310393	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-un187	22386	23524	NA	NA	NA	NA	NA	NA	NA	4.611013819	1.904237923	0.002813144	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi4	4643803	4648765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52575206	1.071999295	0.040786899	NA	NA	NA	NA	NA	NA
scaffold-mi4	4545341	4573290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.381985747	1.030080642	0.005045756	NA	NA	NA	NA	NA	NA
scaffold-mi4	8448290	8460668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.472243831	1.022679709	0.042847373	NA	NA	NA	NA	NA	NA
scaffold-mi4	9326107	9350151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.765615228	0.850513858	0.011338311	NA	NA	NA	NA	NA	NA
scaffold-mi4	15850563	15863686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.295894361	0.593601678	0.017084351	NA	NA	NA	NA	NA	NA
scaffold-mi5	2095312	2108170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.740335676	1.651439372	0.026672789	NA	NA	NA	NA	NA	NA
scaffold-mi5	2113449	2115604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.53740064	1.174088075	0.044757429	NA	NA	NA	NA	NA	NA
scaffold-mi5	2954191	2997153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.65703029	1.557553594	0.033661658	NA	NA	NA	NA	NA	NA
scaffold-mi5	2954191	2997153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.555714533	1.41825188	0.043909578	NA	NA	NA	NA	NA	NA
scaffold-mi5	2954191	2997153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.797718557	1.121587843	0.000291152	NA	NA	NA	NA	NA	NA
scaffold-mi5	7943694	7947570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.46665758	0.898049886	0.002126536	NA	NA	NA	NA	NA	NA
scaffold-mi5	9913603	9929695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.248411804	0.474881531	0.007761688	NA	NA	NA	NA	NA	NA
scaffold-mi5	10579762	10601195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.047952396	0.455916356	0.027364469	NA	NA	NA	NA	NA	NA
scaffold-mi5	10615523	10623544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.488780142	0.566292872	2.66E-05	NA	NA	NA	NA	NA	NA
scaffold-mi2	466313	476593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.067684686	0.476122004	0.027996994	NA	NA	NA	NA	NA	NA
scaffold-mi2	2703272	2719210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.252397921	0.772656809	0.046598494	NA	NA	NA	NA	NA	NA
scaffold-mi2	5780580	5782455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.649589202	1.244314035	0.038196849	NA	NA	NA	NA	NA	NA
scaffold-mi2	6504625	6516521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.56362649	1.511833082	0.009509472	NA	NA	NA	NA	NA	NA
scaffold-mi2	6954701	6956864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.49320697	0.789216537	0.000851911	NA	NA	NA	NA	NA	NA
scaffold-mi2	7611937	7636371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.442270748	0.993043189	0.043877325	NA	NA	NA	NA	NA	NA
scaffold-mi2	8003083	8011683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.561390488	1.134916226	0.040947646	NA	NA	NA	NA	NA	NA
scaffold-mi2	8003083	8011683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.421282947	1.133197792	0.006666314	NA	NA	NA	NA	NA	NA
scaffold-mi2	15254540	15259837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.451500595	0.550402356	0.00448021	NA	NA	NA	NA	NA	NA
scaffold-mi2	17909141	17930537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.236989651	0.649526568	0.031295596	NA	NA	NA	NA	NA	NA
scaffold-mi7	922684	925623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.044897787	0.510247166	0.040290334	NA	NA	NA	NA	NA	NA
scaffold-mi7	1272041	1276169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.191130339	0.720184759	0.049374784	NA	NA	NA	NA	NA	NA
scaffold-mi7	1272041	1276169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.364678243	0.732303822	0.026603298	NA	NA	NA	NA	NA	NA
scaffold-mi7	3292457	3293266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.224598557	0.856743519	0.000202829	NA	NA	NA	NA	NA	NA
scaffold-mi7	3280719	3283773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.272517293	0.972546021	0.000483183	NA	NA	NA	NA	NA	NA
scaffold-mi7	4537178	4539675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.230775965	0.63237326	0.029542166	NA	NA	NA	NA	NA	NA
scaffold-mi7	6465620	6474047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.560874638	0.839312064	0.001079335	NA	NA	NA	NA	NA	NA
scaffold-mi7	7800557	7808080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.782496997	1.006451346	0.019189167	NA	NA	NA	NA	NA	NA
scaffold-mi7	7800557	7808080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.264799464	0.694632979	0.000602336	NA	NA	NA	NA	NA	NA
scaffold-mi7	7860802	7876678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.439205533	0.978628348	0.042966613	NA	NA	NA	NA	NA	NA
scaffold-mi7	9395334	9398049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.590018306	0.752043545	0.012456625	NA	NA	NA	NA	NA	NA
scaffold-mi7	9398321	9425771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.100510905	0.430486649	0.014757358	NA	NA	NA	NA	NA	NA
scaffold-mi7	11613626	11616621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.709724337	1.707364059	0.007488411	NA	NA	NA	NA	NA	NA
scaffold-Z	319267	336096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.66711306	1.364216224	0.001004672	NA	NA	NA	NA	NA	NA
scaffold-Z	609911	613753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.071566031	0.416330444	0.015906334	NA	NA	NA	NA	NA	NA
scaffold-Z	3018491	3021259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.492539644	1.106444472	0.046211414	NA	NA	NA	NA	NA	NA
scaffold-Z	2991330	2995295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.860396806	1.17528714	0.023059915	NA	NA	NA	NA	NA	NA
scaffold-Z	5067633	5143468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.982660521	1.045257857	0.013377881	NA	NA	NA	NA	NA	NA
scaffold-Z	25351665	25380455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.515713854	1.122069336	0.044511727	NA	NA	NA	NA	NA	NA
scaffold-Z	27543623	27621746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.739454562	1.391520141	0.034225397	NA	NA	NA	NA	NA	NA
scaffold-Z	31342736	31361187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.769205838	1.602252929	0.028197878	NA	NA	NA	NA	NA	NA
scaffold-Z	33527631	33576547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.552969683	1.09781926	0.039936362	NA	NA	NA	NA	NA	NA
scaffold-Z	73550571	73554543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.387594816	0.899451492	0.000194462	NA	NA	NA	NA	NA	NA
scaffold-Z	76202279	76205736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.26434626	0.971309049	0.005116494	NA	NA	NA	NA	NA	NA
scaffold-Z	76202279	76205736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.597526554	0.881230075	0.021338278	NA	NA	NA	NA	NA	NA
scaffold-Z	91835946	91874304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.570366907	1.361607582	0.044291754	NA	NA	NA	NA	NA	NA
scaffold-Z	100868658	100874716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.251549239	1.572119627	0.00314074	NA	NA	NA	NA	NA	NA
scaffold-Z	100639660	100654059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.137497397	1.540675702	0.003650204	NA	NA	NA	NA	NA	NA
scaffold-Z	100683108	100693069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.041319764	0.809527262	0.000212924	NA	NA	NA	NA	NA	NA
scaffold-Z	101478377	101499323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.176313418	0.469183412	0.012684254	NA	NA	NA	2.998384913	1.182699238	0.039310827
scaffold-Z	101478377	101499323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.766694848	0.602092754	0.00138562	NA	NA	NA	2.998384913	1.182699238	0.039310827
scaffold-Z	104763789	104780818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.543947179	1.34373259	0.046634919	NA	NA	NA	NA	NA	NA
scaffold-Z	105926197	105946383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.898891595	1.12985811	0.019773407	NA	NA	NA	NA	NA	NA
scaffold-Z	113738473	113740367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.547354508	1.40480899	0.044986895	NA	NA	NA	NA	NA	NA
scaffold-ma4	8528824	8573140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.731645246	1.052704782	0.002667448	NA	NA	NA	NA	NA	NA
scaffold-ma4	22876608	22892289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.518095496	1.047522196	1.57E-05	NA	NA	NA	NA	NA	NA
scaffold-ma4	25658333	25686762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.820810103	0.514594864	0.000208468	NA	NA	NA	NA	NA	NA
scaffold-ma4	32223353	32265755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4338124	0.912417435	0.038244248	NA	NA	NA	NA	NA	NA
scaffold-ma4	32139041	32152295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.117903611	0.429995274	0.012868791	NA	NA	NA	NA	NA	NA
scaffold-ma4	72640087	72657910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.812151325	1.145829828	0.003220085	NA	NA	NA	NA	NA	NA
scaffold-ma4	73445289	73462992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.318979709	0.791545045	0.001402775	NA	NA	NA	NA	NA	NA
scaffold-ma4	73640029	73666898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.830383393	1.038401495	0.018700056	NA	NA	NA	NA	NA	NA
scaffold-ma4	79922485	79942624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.366543781	0.617544724	0.013817608	NA	NA	NA	NA	NA	NA
scaffold-ma4	88545642	88548203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.88914055	1.603162147	0.005682489	NA	NA	NA	NA	NA	NA
scaffold-ma4	89139555	89140462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89828816	1.260995139	0.024169863	NA	NA	NA	NA	NA	NA
scaffold-ma4	89945646	89955788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.958469133	0.875637804	0.007185576	NA	NA	NA	NA	NA	NA
scaffold-ma4	91531551	91603889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.986907605	0.38783406	0.022378426	NA	NA	NA	NA	NA	NA
scaffold-ma4	92122462	92134526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.730557967	1.183455604	0.030886118	NA	NA	NA	NA	NA	NA
scaffold-ma4	95582462	95582549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.267046243	1.16080861	0.009958405	NA	NA	NA	NA	NA	NA
scaffold-ma4	97871469	97918862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.338781149	1.66675543	0.026672789	NA	NA	NA	NA	NA	NA
scaffold-mi9	6604923	6622504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.673557411	0.66753685	0.004550334	NA	NA	NA	NA	NA	NA
scaffold-mi9	6658289	6690381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.036416335	0.924607878	0.000633049	NA	NA	NA	NA	NA	NA
scaffold-ma7	1079264	1107522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.582939829	1.384753116	0.042966613	NA	NA	NA	NA	NA	NA
scaffold-ma7	12406165	12420882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.114075974	0.583507853	0.040717795	NA	NA	NA	NA	NA	NA
scaffold-ma7	12619289	12622312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.731191899	1.584966219	0.030169208	NA	NA	NA	NA	NA	NA
scaffold-ma7	13542239	13564740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.418129389	0.630761131	0.011888456	NA	NA	NA	NA	NA	NA
scaffold-ma7	16402589	16417662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.706043831	1.018094015	0.02385919	NA	NA	NA	NA	NA	NA
scaffold-ma7	18717435	18724254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.642403751	0.566706158	0.001711033	NA	NA	NA	NA	NA	NA
scaffold-ma7	24425676	24433802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.346139422	0.722354728	0.027364469	NA	NA	NA	NA	NA	NA
scaffold-ma7	30239580	30255286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.701829037	0.849752239	0.01371143	NA	NA	NA	NA	NA	NA
scaffold-ma7	40501287	40594211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.823323367	1.040475621	0.019121007	NA	NA	NA	NA	NA	NA
scaffold-ma7	55447695	55467503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.289455231	0.829793089	0.047958462	NA	NA	NA	NA	NA	NA
scaffold-ma7	57319443	57321512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.59745206	1.169378614	0.039666309	NA	NA	NA	NA	NA	NA
scaffold-ma7	57567038	57579199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.224580413	0.699480387	0.040454422	NA	NA	NA	NA	NA	NA
scaffold-ma7	61487779	61500451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.52454836	0.649587643	0.008004723	NA	NA	NA	NA	NA	NA
scaffold-ma3	21735079	21755379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.484132697	1.006202514	0.040518485	NA	NA	NA	NA	NA	NA
scaffold-ma3	23576152	23590434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.270694639	0.550514698	0.0141301	NA	NA	NA	NA	NA	NA
scaffold-ma3	25456891	25468762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.435802586	1.018209009	0.000429826	NA	NA	NA	NA	NA	NA
scaffold-ma3	29050463	29051249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.096598711	1.126222005	0.013091647	NA	NA	NA	NA	NA	NA
scaffold-ma3	49226621	49243856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.598329504	0.985134853	0.029130667	NA	NA	NA	NA	NA	NA
scaffold-ma3	50713480	50725826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.615951905	0.691273773	0.007285242	NA	NA	NA	NA	NA	NA
scaffold-ma3	51425562	51468836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.345220476	0.665407207	0.020704565	NA	NA	NA	NA	NA	NA
scaffold-ma3	55233589	55301423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.995026503	1.767770174	0.000838367	NA	NA	NA	NA	NA	NA
scaffold-ma3	76874466	76876286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.46916099	0.999841373	0.041525564	NA	NA	NA	NA	NA	NA
scaffold-ma3	78867878	78905836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.921851127	1.044304249	0.015495388	NA	NA	NA	NA	NA	NA
scaffold-ma3	81849422	81873738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.254956785	0.536088958	0.013761251	NA	NA	NA	NA	NA	NA
scaffold-ma3	98311554	98335723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.929019299	1.858429062	0.004855677	NA	NA	NA	NA	NA	NA
scaffold-ma3	98420180	98452367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.660608204	1.841714486	0.007262099	NA	NA	NA	NA	NA	NA
scaffold-ma3	98355350	98372056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.70203097	1.627676369	0.007778333	NA	NA	NA	NA	NA	NA
scaffold-ma3	100762684	100875659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.650754372	1.166447946	0.035350878	NA	NA	NA	NA	NA	NA
scaffold-ma3	100951907	100982073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.840783716	1.197344855	0.024972002	NA	NA	NA	NA	NA	NA
scaffold-ma3	105517950	105530361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.036508022	0.538555736	0.048661591	NA	NA	NA	NA	NA	NA
scaffold-ma3	113033227	113036824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.338462827	0.591768527	0.013377881	NA	NA	NA	NA	NA	NA
scaffold-ma3	132401672	132428059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.507317396	0.732497183	0.015337974	NA	NA	NA	NA	NA	NA
scaffold-ma3	132105352	132123723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.52571523	1.693055163	0.010054683	NA	NA	NA	NA	NA	NA
scaffold-ma3	133830461	133837275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.520811358	1.547932207	0.038788746	NA	NA	NA	NA	NA	NA
scaffold-ma3	136620773	136643995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.967901166	0.793629824	0.004180011	NA	NA	NA	NA	NA	NA
scaffold-ma3	139288456	139308035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.076347531	1.117033312	0.013372938	NA	NA	NA	NA	NA	NA
scaffold-ma3	139288456	139308035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.166652753	1.695307504	0.016267893	NA	NA	NA	NA	NA	NA
scaffold-ma3	140742971	140756659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.531926565	1.513440432	0.040529125	NA	NA	NA	NA	NA	NA
scaffold-ma3	151042173	151066471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.676198854	0.766117112	0.009669625	NA	NA	NA	NA	NA	NA
scaffold-ma3	154007967	154009079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.674924293	1.152684873	0.033112509	NA	NA	NA	NA	NA	NA
scaffold-ma3	156295128	156301965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.058050904	0.482356354	0.031295596	NA	NA	NA	NA	NA	NA
scaffold-ma3	157461622	157490906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.020408436	0.489880399	0.041048657	NA	NA	NA	NA	NA	NA
scaffold-ma3	164175989	164180090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.251199857	0.719981243	0.03950041	NA	NA	NA	NA	NA	NA
scaffold-ma3	163856598	163862604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.023336133	0.458948776	0.033053727	NA	NA	NA	NA	NA	NA
scaffold-ma3	163970644	163971768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.300205643	0.607976644	0.018329071	NA	NA	NA	NA	NA	NA
scaffold-ma3	166751134	166761923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31047012	0.772437184	0.038117981	NA	NA	NA	NA	NA	NA
scaffold-ma3	167281320	167339263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.652465911	0.976179596	0.024608593	NA	NA	NA	NA	NA	NA
scaffold-ma3	176168888	176182249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.010425456	0.394715548	0.020052227	NA	NA	NA	NA	NA	NA
scaffold-ma1	4322600	4387462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.755408478	1.162098814	0.028330731	NA	NA	NA	NA	NA	NA
scaffold-ma1	9162689	9178867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.410479713	0.686523998	0.017593998	NA	NA	NA	NA	NA	NA
scaffold-ma1	9376773	9382792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.161477913	0.750592629	0.001566334	NA	NA	NA	NA	NA	NA
scaffold-ma1	15226732	15284722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.997859964	1.284968304	0.020682473	NA	NA	NA	NA	NA	NA
scaffold-ma1	14400803	14465272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.747662485	0.956876839	0.018223513	NA	NA	NA	NA	NA	NA
scaffold-ma1	13807367	13829993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.095076608	0.536645962	0.035340077	NA	NA	NA	NA	NA	NA
scaffold-ma1	13807367	13829993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.6185384	0.826094602	0.016311237	NA	NA	NA	NA	NA	NA
scaffold-ma1	17581069	17602032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.147722497	0.567033231	0.031713768	NA	NA	NA	NA	NA	NA
scaffold-ma1	21714937	21779317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.518789275	1.168240547	0.046490538	NA	NA	NA	NA	NA	NA
scaffold-ma1	26074356	26088219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.385406081	0.509565192	0.004275458	NA	NA	NA	NA	NA	NA
scaffold-ma1	29969296	29971807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.38233391	0.875478948	0.040357873	NA	NA	NA	NA	NA	NA
scaffold-ma1	37336996	37337854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.660471893	1.146808015	0.004275458	NA	NA	NA	NA	NA	NA
scaffold-ma1	32323638	32356903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.049375127	0.437347793	0.022890836	NA	NA	NA	NA	NA	NA
scaffold-ma1	53626483	53639300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.654372151	0.882942378	0.018290557	NA	NA	NA	NA	NA	NA
scaffold-ma1	59170095	59208927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.381243932	0.899535289	0.042769577	NA	NA	NA	NA	NA	NA
scaffold-ma1	58831772	58854115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.633209058	0.673650823	0.000133011	NA	NA	NA	NA	NA	NA
scaffold-ma1	58116715	58129667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.069967115	0.508751747	0.034654905	NA	NA	NA	NA	NA	NA
scaffold-ma1	63889380	63916241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.419769687	1.066578861	0.005345965	NA	NA	NA	NA	NA	NA
scaffold-ma1	76275813	76297512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.599873747	1.22404425	0.041048657	NA	NA	NA	NA	NA	NA
scaffold-ma1	76275813	76297512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.827662157	1.046482543	0.019166286	NA	NA	NA	NA	NA	NA
scaffold-ma1	94246445	94253147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.678539017	1.095625375	0.030178535	NA	NA	NA	NA	NA	NA
scaffold-ma1	93038540	93163502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.507226046	1.179469483	0.047888215	NA	NA	NA	NA	NA	NA
scaffold-ma1	94602394	94627668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.302765124	1.060228915	0.006783836	NA	NA	NA	NA	NA	NA
scaffold-ma1	98705439	98733258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.721692056	1.235062904	0.033080145	NA	NA	NA	NA	NA	NA
scaffold-ma1	98997485	98997880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.05239343	0.644970233	0.000692012	NA	NA	NA	NA	NA	NA
scaffold-ma1	99204911	99217303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.597702471	1.537111396	0.037023916	NA	NA	NA	NA	NA	NA
scaffold-ma1	101735060	101743845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.746010839	1.048094214	0.002548182	NA	NA	NA	NA	NA	NA
scaffold-ma1	101735060	101743845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.131995919	1.379274001	0.01785957	NA	NA	NA	NA	NA	NA
